Species	C_T	A_G	T_C	G_T	G_A	A_T	G_C	A_C	C_A	C_G	T_A	T_G	BranchLength	sumOfSubs	C_T_fr	A_G_fr	T_C_fr	G_T_fr	G_A_fr	A_T_fr	G_C_fr	A_C_fr	C_A_fr	C_G_fr	T_A_fr	T_G_fr	Taxonomy	Worker	diet.wood.soil	Soldier	TsTv	Ts	Tv	Cockroaches
RDCT077_Furculitermes_winifredae_1	25	49	40	2	13	7	0	6	7	2	5	2	0.030577789	158	0.158227848	0.310126582	0.253164557	0.012658228	0.082278481	0.044303797	0	0.037974684	0.044303797	0.012658228	0.03164557	0.012658228	Cubitermitinae	1	Soil	1	4.09677419354839	127	31	0
RDCT112_Schedorhinotermes_lamanianus_Congo_1	27	41	25	1	7	6	0	4	6	0	7	6	0.036166658	130	0.207692308	0.315384615	0.192307692	0.007692308	0.053846154	0.046153846	0	0.030769231	0.046153846	0	0.053846154	0.046153846	Rhinotermitinae	1	Wood	1	3.33333333333333	100	30	0
RDCT128_Thoracotermes_macrothorax_1	33	58	42	9	24	48	3	30	15	4	39	16	0.096451061	321	0.102803738	0.180685358	0.130841121	0.028037383	0.074766355	0.14953271	0.009345794	0.093457944	0.046728972	0.012461059	0.121495327	0.049844237	Cubitermitinae	1	Soil	1	0.957317073170732	157	164	0
RDCT129_Crenetermes_albotarsalis_1	31	39	34	7	13	45	0	19	9	3	19	12	0.072738052	231	0.134199134	0.168831169	0.147186147	0.03030303	0.056277056	0.194805195	0	0.082251082	0.038961039	0.012987013	0.082251082	0.051948052	Cubitermitinae	1	Soil	1	1.02631578947368	117	114	0
RDCT130_Cubitermes_sulcifrons_1	26	22	31	2	11	14	1	8	6	0	6	6	0.040736555	133	0.195488722	0.165413534	0.233082707	0.015037594	0.082706767	0.105263158	0.007518797	0.060150376	0.045112782	0	0.045112782	0.045112782	Cubitermitinae	1	Soil	1	2.09302325581395	90	43	0
RDCT141_Ophiotermes_grandilabius_1	26	52	42	8	17	7	3	13	11	1	8	8	0.042897711	196	0.132653061	0.265306122	0.214285714	0.040816327	0.086734694	0.035714286	0.015306122	0.066326531	0.056122449	0.005102041	0.040816327	0.040816327	Cubitermitinae	1	Soil	1	2.32203389830508	137	59	0
RDCT157_Nasutitermes_diabolus_1	32	43	35	5	23	19	0	6	8	3	14	11	0.05453093	199	0.16080402	0.216080402	0.175879397	0.025125628	0.115577889	0.095477387	0	0.030150754	0.040201005	0.015075377	0.070351759	0.055276382	Nasutitermitinae	1	Wood	1	2.01515151515152	133	66	0
RDCT161_Pseudacanthotermes_militaris_Congo_1	12	35	16	2	9	12	1	10	3	1	6	10	0.036531755	117	0.102564103	0.299145299	0.136752137	0.017094017	0.076923077	0.102564103	0.008547009	0.085470085	0.025641026	0.008547009	0.051282051	0.085470085	Macrotermitinae	1	Wood	1	1.6	72	45	0
RET-GRA_Reticulitermes_grassei_France_1	29	65	45	13	18	22	3	16	12	1	5	9	0.056882493	238	0.121848739	0.273109244	0.18907563	0.054621849	0.075630252	0.092436975	0.012605042	0.067226891	0.050420168	0.004201681	0.021008403	0.037815126	Coptotermitinae	1	Wood	1	1.93827160493827	157	81	0
Reticulitermes_aculabialis_China_1	28	34	30	7	14	5	3	6	15	1	6	8	0.036113582	157	0.178343949	0.21656051	0.191082803	0.044585987	0.089171975	0.031847134	0.01910828	0.038216561	0.095541401	0.006369427	0.038216561	0.050955414	Coptotermitinae	1	Wood	1	2.07843137254902	106	51	0
Reticulitermes_chinensis_China_1	14	41	31	7	9	5	0	4	1	0	2	1	0.026291529	115	0.12173913	0.356521739	0.269565217	0.060869565	0.07826087	0.043478261	0	0.034782609	0.008695652	0	0.017391304	0.008695652	Coptotermitinae	1	Wood	1	4.75	95	20	0
SAF3_Microtermes_sp.B_1	23	55	53	7	19	25	2	49	17	2	10	19	0.079507561	281	0.081850534	0.195729537	0.1886121	0.024911032	0.067615658	0.088967972	0.007117438	0.174377224	0.060498221	0.007117438	0.035587189	0.067615658	Macrotermitinae	1	Wood	1	1.14503816793893	150	131	0
SAF4_Amitermes_sp.5_1	26	43	38	6	14	12	1	15	12	1	11	3	0.052187185	182	0.142857143	0.236263736	0.208791209	0.032967033	0.076923077	0.065934066	0.005494505	0.082417582	0.065934066	0.005494505	0.06043956	0.016483516	Amitermes-group	1	wood	1	1.98360655737705	121	61	0
SAF5_Allodontermes_schultzei_1	18	53	48	4	11	16	2	26	16	0	13	14	0.057586212	221	0.081447964	0.239819005	0.21719457	0.018099548	0.049773756	0.07239819	0.009049774	0.117647059	0.07239819	0	0.058823529	0.063348416	Macrotermitinae	1	Wood	1	1.42857142857143	130	91	0
SAF7_Amitermes_sp.3_1	19	46	38	4	12	10	0	13	9	0	12	7	0.04731886	170	0.111764706	0.270588235	0.223529412	0.023529412	0.070588235	0.058823529	0	0.076470588	0.052941176	0	0.070588235	0.041176471	Amitermes-group	1	wood	1	2.09090909090909	115	55	0
SAF8_Amitermes_sp.4_1	29	40	32	7	18	17	0	6	8	0	19	8	0.062813028	184	0.157608696	0.217391304	0.173913043	0.038043478	0.097826087	0.092391304	0	0.032608696	0.043478261	0	0.10326087	0.043478261	Amitermes-group	1	wood	1	1.83076923076923	119	65	0
SING55_Bulbitermes_singaporensis_1	29	67	66	9	12	27	0	26	7	0	13	17	0.066248354	273	0.106227106	0.245421245	0.241758242	0.032967033	0.043956044	0.098901099	0	0.095238095	0.025641026	0	0.047619048	0.062271062	Nasutitermitinae	1	Wood	1	1.75757575757576	174	99	0
SING58_Aciculitermes_aciculatus_1	34	43	23	8	19	31	1	20	9	5	21	9	0.078477805	223	0.152466368	0.192825112	0.103139013	0.035874439	0.085201794	0.139013453	0.004484305	0.089686099	0.040358744	0.022421525	0.094170404	0.040358744	Nasutitermitinae	1	Soil	1	1.14423076923077	119	104	0
SING74_Neotermes_spA_Singapore_1	31	62	35	5	21	33	1	16	6	0	14	14	0.093009642	238	0.130252101	0.260504202	0.147058824	0.021008403	0.088235294	0.138655462	0.004201681	0.067226891	0.025210084	0	0.058823529	0.058823529	Kalotermitidae	0	wood	1	1.67415730337079	149	89	0
SING76_Glyptotermes_1	29	46	17	4	7	64	1	67	14	1	34	29	0.138190572	313	0.092651757	0.146964856	0.054313099	0.012779553	0.022364217	0.204472843	0.003194888	0.214057508	0.044728435	0.003194888	0.108626198	0.092651757	Kalotermitidae	0	wood	1	0.462616822429907	99	214	0
T1.10e_Prohamitermes_mirabilis_1	14	26	18	4	6	5	0	4	2	0	4	2	0.023004558	85	0.164705882	0.305882353	0.211764706	0.047058824	0.070588235	0.058823529	0	0.047058824	0.023529412	0	0.047058824	0.023529412	Amitermes-group	1	wood	1	3.04761904761905	64	21	0
T13_Heterotermes_tenuis_FG_1	20	37	22	2	7	4	0	1	8	2	5	4	0.027620272	112	0.178571429	0.330357143	0.196428571	0.017857143	0.0625	0.035714286	0	0.008928571	0.071428571	0.017857143	0.044642857	0.035714286	Coptotermitinae	1	Wood	1	3.30769230769231	86	26	0
T3.10E_Bulbitermes_sp.B_1	27	50	45	4	13	19	2	11	4	0	11	9	0.047984792	195	0.138461538	0.256410256	0.230769231	0.020512821	0.066666667	0.097435897	0.01025641	0.056410256	0.020512821	0	0.056410256	0.046153846	Nasutitermitinae	1	Wood	1	2.25	135	60	0
T4.12_Odontotermes_sp.A_1	33	49	37	2	26	15	7	10	12	2	8	10	0.053136543	211	0.156398104	0.232227488	0.17535545	0.009478673	0.123222749	0.071090047	0.033175355	0.047393365	0.056872038	0.009478673	0.037914692	0.047393365	Macrotermitinae	1	Wood	1	2.1969696969697	145	66	0
T6.9a_Parrhinotermes_spB_Singapore_1	12	27	31	1	2	3	1	4	4	1	8	1	0.025126392	95	0.126315789	0.284210526	0.326315789	0.010526316	0.021052632	0.031578947	0.010526316	0.042105263	0.042105263	0.010526316	0.084210526	0.010526316	Rhinotermitinae	1	Wood	1	3.1304347826087	72	23	0
TBRU2.3A_Schedorhinotermes_sarawakensis_Brunei_1	35	29	31	7	14	10	1	15	13	0	6	10	0.044425539	171	0.204678363	0.169590643	0.18128655	0.040935673	0.081871345	0.058479532	0.005847953	0.087719298	0.076023392	0	0.035087719	0.058479532	Rhinotermitinae	1	Wood	1	1.75806451612903	109	62	0
TBRU3.12b_Nasutitermes_neoparvus_1	14	36	20	5	8	8	0	4	10	0	10	4	0.03585184	119	0.117647059	0.302521008	0.168067227	0.042016807	0.067226891	0.067226891	0	0.033613445	0.084033613	0	0.084033613	0.033613445	Nasutitermitinae	1	Wood	1	1.90243902439024	78	41	0
TBRU7.17B_Heterotermes_tenuior_Brunei_1	37	62	41	9	19	30	4	35	15	2	14	17	0.084572502	285	0.129824561	0.21754386	0.143859649	0.031578947	0.066666667	0.105263158	0.014035088	0.122807018	0.052631579	0.007017544	0.049122807	0.059649123	Coptotermitinae	1	Wood	1	1.26190476190476	159	126	0
TBRU8.15B_Procapritermes_martyni_1	18	34	29	4	11	34	1	9	7	3	31	6	0.063680985	187	0.096256684	0.181818182	0.155080214	0.021390374	0.058823529	0.181818182	0.005347594	0.048128342	0.037433155	0.016042781	0.165775401	0.032085561	Pericapritermes-group	1	Soil	1	0.968421052631579	92	95	0
TBRU9.19A_Macrotermes_sp.B_1	23	40	22	7	12	11	0	14	11	2	15	11	0.05476354	168	0.136904762	0.238095238	0.130952381	0.041666667	0.071428571	0.06547619	0	0.083333333	0.06547619	0.011904762	0.089285714	0.06547619	Macrotermitinae	1	Wood	1	1.36619718309859	97	71	0
THAI008_Hypotermes_makhamensis_1	26	45	20	4	20	10	1	11	8	0	3	8	0.036386947	156	0.166666667	0.288461538	0.128205128	0.025641026	0.128205128	0.064102564	0.006410256	0.070512821	0.051282051	0	0.019230769	0.051282051	Macrotermitinae	1	Wood	1	2.46666666666667	111	45	0
THAI023_Parrhinotermes_spA_Thailand_1	25	33	31	0	15	8	1	9	5	2	8	6	0.040203474	143	0.174825175	0.230769231	0.216783217	0	0.104895105	0.055944056	0.006993007	0.062937063	0.034965035	0.013986014	0.055944056	0.041958042	Rhinotermitinae	1	Wood	1	2.66666666666667	104	39	0
THAI028_Pericapritermes_sp.2_1	11	15	26	5	10	10	0	3	7	0	7	2	0.032297262	96	0.114583333	0.15625	0.270833333	0.052083333	0.104166667	0.104166667	0	0.03125	0.072916667	0	0.072916667	0.020833333	Pericapritermes-group	1	Soil	1	1.82352941176471	62	34	0
THAI031_Glyptotermes_sp3_Thailand_1	20	76	57	6	16	72	5	72	13	5	36	34	0.155097691	412	0.048543689	0.184466019	0.138349515	0.014563107	0.038834951	0.174757282	0.012135922	0.174757282	0.031553398	0.012135922	0.087378641	0.082524272	Kalotermitidae	0	wood	1	0.695473251028807	169	243	0
THAI037_Procapritermes_sp.1_1	33	39	24	6	11	58	1	15	6	3	42	14	0.082426892	252	0.130952381	0.154761905	0.095238095	0.023809524	0.043650794	0.23015873	0.003968254	0.05952381	0.023809524	0.011904762	0.166666667	0.055555556	Pericapritermes-group	1	Soil	1	0.737931034482759	107	145	0
THAI056_Nasutitermes_sp.1_1	20	27	25	2	13	19	0	7	6	1	17	6	0.04259032	143	0.13986014	0.188811189	0.174825175	0.013986014	0.090909091	0.132867133	0	0.048951049	0.041958042	0.006993007	0.118881119	0.041958042	Nasutitermitinae	1	Wood	1	1.46551724137931	85	58	0
THAI071_Macrotermes_annandalei_1	15	32	26	1	12	7	1	8	7	2	4	7	0.035845295	122	0.12295082	0.262295082	0.213114754	0.008196721	0.098360656	0.057377049	0.008196721	0.06557377	0.057377049	0.016393443	0.032786885	0.057377049	Macrotermitinae	1	Wood	1	2.2972972972973	85	37	0
THAI076_Globitermes_sulphureus_1	31	58	46	7	11	31	3	33	9	1	18	14	0.078450765	262	0.118320611	0.221374046	0.175572519	0.026717557	0.041984733	0.118320611	0.011450382	0.125954198	0.034351145	0.003816794	0.06870229	0.053435115	Amitermes-group	1	wood	1	1.25862068965517	146	116	0
THAI098_Reticulitermes_sp.A_1	20	35	33	1	19	5	3	3	8	2	7	6	0.039957947	142	0.14084507	0.246478873	0.232394366	0.007042254	0.133802817	0.035211268	0.021126761	0.021126761	0.056338028	0.014084507	0.049295775	0.042253521	Coptotermitinae	1	Wood	1	3.05714285714286	107	35	0
THAI115_Odontotermes_sp.10_1	16	56	36	4	8	13	2	14	9	4	3	4	0.039626125	169	0.094674556	0.331360947	0.213017751	0.023668639	0.047337278	0.076923077	0.01183432	0.082840237	0.053254438	0.023668639	0.017751479	0.023668639	Macrotermitinae	1	Wood	1	2.18867924528302	116	53	0
AUS18_Ephelotermes_melachoma_1	32	51	41	2	19	12	1	10	2	2	10	3	0.051450393	185	0.172972973	0.275675676	0.221621622	0.010810811	0.102702703	0.064864865	0.005405405	0.054054054	0.010810811	0.010810811	0.054054054	0.016216216	Termes-group	1	Soil	1	3.4047619047619	143	42	0
AUS24_Nasutitermes_longipennis_1	20	19	29	5	13	4	1	6	4	0	5	2	0.029366283	108	0.185185185	0.175925926	0.268518519	0.046296296	0.12037037	0.037037037	0.009259259	0.055555556	0.037037037	0	0.046296296	0.018518519	Nasutitermitinae	1	Wood	1	3	81	27	0
AUS54_Nasutitermes_triodiae_1	37	19	27	3	25	13	1	6	2	0	4	4	0.034481105	141	0.262411348	0.134751773	0.191489362	0.021276596	0.177304965	0.092198582	0.007092199	0.042553191	0.014184397	0	0.028368794	0.028368794	Nasutitermitinae	1	Wood	1	3.27272727272727	108	33	0
AUS56_Tumulitermes_pastinator_1	23	23	30	1	12	4	1	6	5	3	3	4	0.028529825	115	0.2	0.2	0.260869565	0.008695652	0.104347826	0.034782609	0.008695652	0.052173913	0.043478261	0.026086957	0.026086957	0.034782609	Nasutitermitinae	1	Wood	1	3.25925925925926	88	27	0
AUS62_Nasutitermes_graveolus_1	16	40	32	3	17	7	0	4	4	1	4	5	0.032066619	133	0.120300752	0.30075188	0.240601504	0.022556391	0.127819549	0.052631579	0	0.030075188	0.030075188	0.007518797	0.030075188	0.037593985	Nasutitermitinae	1	Wood	1	3.75	105	28	0
AUS77_Amitermes_sp.D_1	12	22	26	5	8	5	4	6	1	1	2	4	0.022695482	96	0.125	0.229166667	0.270833333	0.052083333	0.083333333	0.052083333	0.041666667	0.0625	0.010416667	0.010416667	0.020833333	0.041666667	Amitermes-group	1	wood	1	2.42857142857143	68	28	0
AUS78_Amitermes_sp.E_1	10	22	18	3	9	6	0	3	0	0	5	2	0.020066014	78	0.128205128	0.282051282	0.230769231	0.038461538	0.115384615	0.076923077	0	0.038461538	0	0	0.064102564	0.025641026	Amitermes-group	1	wood	1	3.10526315789474	59	19	0
BA2929_NODE_6_length_15590_cov_330713_ID_1249685_1	63	63	39	9	31	55	5	24	13	4	29	16	0.146236968	351	0.179487179	0.179487179	0.111111111	0.025641026	0.088319088	0.156695157	0.014245014	0.068376068	0.037037037	0.011396011	0.082621083	0.045584046	Kalotermitidae	0	wood	1	1.26451612903226	196	155	0
Allacta_bimaculata_1	9	11	10	10	9	95	1	18	8	5	61	9	0.189206294	246	0.036585366	0.044715447	0.040650407	0.040650407	0.036585366	0.386178862	0.004065041	0.073170732	0.032520325	0.020325203	0.24796748	0.036585366	Ectobiidae3	NA	NA	NA	0.188405797101449	39	207	1
Amazonina_sp._1	6	31	34	3	8	164	1	55	1	4	86	24	0.275946458	417	0.014388489	0.074340528	0.081534772	0.007194245	0.019184652	0.393285372	0.002398082	0.131894484	0.002398082	0.009592326	0.206235012	0.057553957	Ectobiidae3	NA	NA	NA	0.233727810650888	79	338	1
Anaplecta_calosoma_1	6	117	100	6	5	71	3	78	2	1	40	34	0.285175352	463	0.012958963	0.252699784	0.215982721	0.012958963	0.010799136	0.153347732	0.006479482	0.168466523	0.004319654	0.002159827	0.086393089	0.073434125	Anaplectidae	NA	NA	NA	0.970212765957447	228	235	1
Anaplecta_omei_1	1	59	50	8	2	112	3	47	4	1	52	31	0.215613199	370	0.002702703	0.159459459	0.135135135	0.021621622	0.005405405	0.302702703	0.008108108	0.127027027	0.010810811	0.002702703	0.140540541	0.083783784	Anaplectidae	NA	NA	NA	0.434108527131783	112	258	1
AUS2_Laxta_sp._1	17	34	44	1	5	11	0	4	3	3	11	4	0.043726012	137	0.124087591	0.248175182	0.321167883	0.00729927	0.03649635	0.080291971	0	0.02919708	0.02189781	0.02189781	0.080291971	0.02919708	Blaberidae	NA	NA	NA	2.7027027027027	100	37	1
B002_Aeluropoda_insignis_1	38	56	58	8	19	35	2	13	8	1	29	12	0.095350598	279	0.136200717	0.200716846	0.207885305	0.028673835	0.068100358	0.125448029	0.007168459	0.046594982	0.028673835	0.003584229	0.103942652	0.043010753	Blaberidae	NA	NA	NA	1.58333333333333	171	108	1
B003_Archimandrita_tesselata_1	17	45	53	9	10	99	0	32	11	3	81	18	0.151479031	378	0.044973545	0.119047619	0.14021164	0.023809524	0.026455026	0.261904762	0	0.084656085	0.029100529	0.007936508	0.214285714	0.047619048	Blaberidae	NA	NA	NA	0.494071146245059	125	253	1
B004_Blaberus_peruvianus_1	26	28	40	4	11	66	2	14	5	0	51	14	0.090376429	261	0.099616858	0.107279693	0.153256705	0.01532567	0.042145594	0.252873563	0.007662835	0.053639847	0.019157088	0	0.195402299	0.053639847	Blaberidae	NA	NA	NA	0.673076923076923	105	156	1
B007_Blaberus_cf._1	16	46	38	4	4	41	0	18	11	0	32	2	0.074569168	212	0.075471698	0.216981132	0.179245283	0.018867925	0.018867925	0.193396226	0	0.08490566	0.051886792	0	0.150943396	0.009433962	Blaberidae	NA	NA	NA	0.962962962962963	104	108	1
B015_Byrsotria_cabrerai_1	6	48	43	0	4	12	0	2	2	2	8	3	0.044102133	130	0.046153846	0.369230769	0.330769231	0	0.030769231	0.092307692	0	0.015384615	0.015384615	0.015384615	0.061538462	0.023076923	Blaberidae	NA	NA	NA	3.48275862068966	101	29	1
B017_Byrsotria_rothi_1	15	42	31	3	15	4	0	4	6	0	6	2	0.041929741	128	0.1171875	0.328125	0.2421875	0.0234375	0.1171875	0.03125	0	0.03125	0.046875	0	0.046875	0.015625	Blaberidae	NA	NA	NA	4.12	103	25	1
B020_Diploptera_punctata_1	29	81	60	9	5	137	3	48	10	5	73	27	0.259772774	487	0.059548255	0.166324435	0.123203285	0.018480493	0.01026694	0.281314168	0.006160164	0.098562628	0.020533881	0.01026694	0.149897331	0.055441478	Blaberidae	NA	NA	NA	0.560897435897436	175	312	1
B021_Elliptorhina_chopardi_1	45	66	65	7	10	60	3	24	7	0	47	13	0.127520166	347	0.129682997	0.190201729	0.187319885	0.020172911	0.028818444	0.172910663	0.008645533	0.069164265	0.020172911	0	0.135446686	0.037463977	Blaberidae	NA	NA	NA	1.15527950310559	186	161	1
B023_Elliptorhina_javanica_1	34	57	49	1	14	29	0	9	6	1	27	5	0.086017638	232	0.146551724	0.245689655	0.211206897	0.004310345	0.060344828	0.125	0	0.038793103	0.025862069	0.004310345	0.11637931	0.021551724	Blaberidae	NA	NA	NA	1.97435897435897	154	78	1
B029_Gromphadorhina_grandidieri_1	20	30	49	0	17	25	2	5	2	2	10	1	0.046644922	163	0.122699387	0.18404908	0.300613497	0	0.104294479	0.153374233	0.012269939	0.030674847	0.012269939	0.012269939	0.061349693	0.006134969	Blaberidae	NA	NA	NA	2.46808510638298	116	47	1
B031_Gromphadorhina_oblongonota_1	23	27	29	1	12	22	1	4	6	3	7	4	0.043300488	139	0.165467626	0.194244604	0.208633094	0.007194245	0.086330935	0.158273381	0.007194245	0.028776978	0.043165468	0.021582734	0.050359712	0.028776978	Blaberidae	NA	NA	NA	1.89583333333333	91	48	1
B034_Gyna_caffrorum_1	34	45	54	9	5	82	2	29	10	1	45	8	0.117282603	324	0.104938272	0.138888889	0.166666667	0.027777778	0.015432099	0.25308642	0.00617284	0.089506173	0.030864198	0.00308642	0.138888889	0.024691358	Blaberidae	NA	NA	NA	0.741935483870968	138	186	1
B035_Gyna_capucina_1	20	50	69	4	3	81	2	28	15	1	46	11	0.107393848	330	0.060606061	0.151515152	0.209090909	0.012121212	0.009090909	0.245454545	0.006060606	0.084848485	0.045454545	0.003030303	0.139393939	0.033333333	Blaberidae	NA	NA	NA	0.75531914893617	142	188	1
B041_Nauphoeta_cinerea_1	21	51	58	2	10	142	1	42	17	1	101	21	0.188811593	467	0.04496788	0.109207709	0.124197002	0.004282655	0.021413276	0.304068522	0.002141328	0.08993576	0.03640257	0.002141328	0.21627409	0.04496788	Blaberidae	NA	NA	NA	0.428134556574924	140	327	1
B044_Panchlora_nivea_1	20	81	54	1	8	150	1	54	16	4	96	22	0.241426023	507	0.039447732	0.159763314	0.106508876	0.001972387	0.015779093	0.295857988	0.001972387	0.106508876	0.031558185	0.007889546	0.189349112	0.043392505	Blaberidae	NA	NA	NA	0.473837209302326	163	344	1
B046_Phoetalia_pallida_1	9	26	35	2	2	124	1	34	9	1	71	10	0.118745408	324	0.027777778	0.080246914	0.108024691	0.00617284	0.00617284	0.382716049	0.00308642	0.104938272	0.027777778	0.00308642	0.219135802	0.030864198	Blaberidae	NA	NA	NA	0.285714285714286	72	252	1
B048_Pycnoscelus_femapterus_1	33	33	45	7	8	62	0	14	5	1	41	4	0.082595244	253	0.130434783	0.130434783	0.177865613	0.027667984	0.031620553	0.245059289	0	0.055335968	0.019762846	0.003952569	0.162055336	0.015810277	Blaberidae	NA	NA	NA	0.888059701492537	119	134	1
B050_Pycnoscelus_nigra_1	30	24	21	3	10	20	0	4	0	1	6	2	0.036116923	121	0.247933884	0.198347107	0.173553719	0.024793388	0.082644628	0.165289256	0	0.033057851	0	0.008264463	0.049586777	0.016528926	Blaberidae	NA	NA	NA	2.36111111111111	85	36	1
B052_Pycnoscelus_surinamensis_1	15	15	21	2	16	10	0	3	2	0	4	2	0.023413856	90	0.166666667	0.166666667	0.233333333	0.022222222	0.177777778	0.111111111	0	0.033333333	0.022222222	0	0.044444444	0.022222222	Blaberidae	NA	NA	NA	2.91304347826087	67	23	1
B054_Rhyparobia_sp._1	8	29	29	1	5	11	0	2	4	0	9	2	0.026247877	100	0.08	0.29	0.29	0.01	0.05	0.11	0	0.02	0.04	0	0.09	0.02	Blaberidae	NA	NA	NA	2.44827586206897	71	29	1
B055_Schultesia_lampyridiformis_1	27	17	25	8	11	111	3	15	8	3	75	8	0.145828849	311	0.08681672	0.054662379	0.080385852	0.025723473	0.035369775	0.356913183	0.009646302	0.048231511	0.025723473	0.009646302	0.241157556	0.025723473	Blaberidae	NA	NA	NA	0.346320346320346	80	231	1
B056_Blaptica_dubia_1	25	46	53	3	13	132	0	46	16	4	74	19	0.185057598	431	0.05800464	0.106728538	0.122969838	0.006960557	0.030162413	0.306264501	0	0.106728538	0.03712297	0.009280742	0.171693735	0.044083527	Blaberidae	NA	NA	NA	0.465986394557823	137	294	1
B058_Asiablatta_kyotensis_1	12	32	44	0	5	91	0	18	1	1	54	9	0.091432348	267	0.04494382	0.119850187	0.164794007	0	0.018726592	0.34082397	0	0.06741573	0.003745318	0.003745318	0.202247191	0.033707865	Ectobiidae1	NA	NA	NA	0.53448275862069	93	174	1
B061_Paratemnopteryx_couloniana_1	10	31	41	3	6	142	0	54	3	2	70	34	0.154541972	396	0.025252525	0.078282828	0.103535354	0.007575758	0.015151515	0.358585859	0	0.136363636	0.007575758	0.005050505	0.176767677	0.085858586	Ectobiidae1	NA	NA	NA	0.285714285714286	88	308	1
B062_Parcoblatta_divisa_1	12	26	33	4	4	14	1	2	5	0	13	5	0.039837658	119	0.100840336	0.218487395	0.277310924	0.033613445	0.033613445	0.117647059	0.008403361	0.016806723	0.042016807	0	0.109243697	0.042016807	Ectobiidae1	NA	NA	NA	1.70454545454545	75	44	1
B063_Parcoblatta_lata_1	11	45	41	3	9	15	2	4	5	2	12	4	0.045732482	153	0.071895425	0.294117647	0.267973856	0.019607843	0.058823529	0.098039216	0.013071895	0.026143791	0.032679739	0.013071895	0.078431373	0.026143791	Ectobiidae1	NA	NA	NA	2.25531914893617	106	47	1
B064_Parcoblatta_pennsylvanica_1	14	34	34	4	6	18	0	3	4	0	8	3	0.042804971	128	0.109375	0.265625	0.265625	0.03125	0.046875	0.140625	0	0.0234375	0.03125	0	0.0625	0.0234375	Ectobiidae1	NA	NA	NA	2.2	88	40	1
B066_Symploce_macroptera_1	6	25	19	0	3	103	0	22	3	1	57	9	0.082953667	248	0.024193548	0.100806452	0.076612903	0	0.012096774	0.415322581	0	0.088709677	0.012096774	0.004032258	0.22983871	0.036290323	Ectobiidae1	NA	NA	NA	0.271794871794872	53	195	1
B067_Symploce_pallens_1	17	33	37	3	3	111	0	14	5	0	76	6	0.111057857	305	0.055737705	0.108196721	0.121311475	0.009836066	0.009836066	0.363934426	0	0.045901639	0.016393443	0	0.249180328	0.019672131	Ectobiidae1	NA	NA	NA	0.418604651162791	90	215	1
B068_Blatta_orientalis_1	12	17	32	2	10	62	0	13	7	2	34	5	0.09742725	196	0.06122449	0.086734694	0.163265306	0.010204082	0.051020408	0.316326531	0	0.066326531	0.035714286	0.010204082	0.173469388	0.025510204	Ectobiidae3	NA	NA	NA	0.568	71	125	1
B069_Deropeltis_paulinoi_1	15	22	18	13	11	107	2	12	5	2	69	8	0.135342917	284	0.052816901	0.077464789	0.063380282	0.045774648	0.038732394	0.376760563	0.007042254	0.042253521	0.017605634	0.007042254	0.242957746	0.028169014	Blattidae	NA	NA	NA	0.302752293577982	66	218	1
B071_Eurycotis_decipiens_1	10	30	22	3	6	82	1	15	1	1	44	13	0.086109956	228	0.043859649	0.131578947	0.096491228	0.013157895	0.026315789	0.359649123	0.004385965	0.065789474	0.004385965	0.004385965	0.192982456	0.057017544	Blattidae	NA	NA	NA	0.425	68	160	1
B072_Eurycotis_floridana_1	19	45	36	1	8	8	0	8	2	0	12	5	0.038742579	144	0.131944444	0.3125	0.25	0.006944444	0.055555556	0.055555556	0	0.055555556	0.013888889	0	0.083333333	0.034722222	Blattidae	NA	NA	NA	3	108	36	1
B073_Eurycotis_opaca_Sunset_1	2	13	22	0	3	6	1	5	3	0	5	1	0.024711477	61	0.032786885	0.213114754	0.360655738	0	0.049180328	0.098360656	0.016393443	0.081967213	0.049180328	0	0.081967213	0.016393443	Blattidae	NA	NA	NA	1.9047619047619	40	21	1
B074_Eurycotis_sp._1	7	15	19	5	6	98	4	16	7	1	51	6	0.089917829	235	0.029787234	0.063829787	0.080851064	0.021276596	0.025531915	0.417021277	0.017021277	0.068085106	0.029787234	0.004255319	0.217021277	0.025531915	Blattidae	NA	NA	NA	0.25	47	188	1
B075_Neostylopyga_rhombifolia_1	9	16	41	2	4	88	1	26	5	2	76	16	0.113181737	286	0.031468531	0.055944056	0.143356643	0.006993007	0.013986014	0.307692308	0.003496503	0.090909091	0.017482517	0.006993007	0.265734266	0.055944056	Blattidae	NA	NA	NA	0.324074074074074	70	216	1
B077_Periplaneta_australasiae_1	12	33	43	3	2	31	0	10	2	0	32	6	0.059167274	174	0.068965517	0.189655172	0.247126437	0.017241379	0.011494253	0.17816092	0	0.057471264	0.011494253	0	0.183908046	0.034482759	Blattidae	NA	NA	NA	1.07142857142857	90	84	1
B078_Periplaneta_brunnea_1	9	33	34	0	4	71	0	18	6	2	63	14	0.083876742	254	0.035433071	0.12992126	0.133858268	0	0.015748031	0.279527559	0	0.070866142	0.023622047	0.007874016	0.248031496	0.05511811	Blattidae	NA	NA	NA	0.459770114942529	80	174	1
B080_Shelfordella_lateralis_1	9	29	37	1	3	55	2	15	4	2	31	5	0.081537893	193	0.046632124	0.150259067	0.191709845	0.005181347	0.015544041	0.284974093	0.010362694	0.077720207	0.020725389	0.010362694	0.160621762	0.025906736	Blattidae	NA	NA	NA	0.678260869565217	78	115	1
